customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Contrato_Longo
1140-ukvzg,no,female,0,no,no,17,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,24.8,475.25,False
1142-ihloo,no,female,0,no,no,51,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,credit card,87.55,4475.9,True
1142-waczw,yes,male,0,no,no,2,no,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer,29.85,75.6,False
1143-nmnqj,yes,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.7,169.8,False
1150-ftqgn,no,female,0,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,bank transfer,94.15,5811.8,True
1150-wfarn,yes,female,0,yes,yes,67,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card,108.75,7156.2,True
1153-gnolc,no,male,0,no,no,33,no,no,dsl,no,yes,no,no,yes,no,one year,yes,electronic check,39.1,1309.0,True
1154-hywwo,no,male,0,no,no,38,yes,no,dsl,yes,yes,no,yes,yes,no,one year,no,mailed check,70.6,2708.2,True
1156-zfydo,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.75,19.75,False
1157-bqcuw,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,74.95,False
1159-wfsgr,no,female,0,yes,yes,16,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,20.4,321.4,False
1162-ecvii,no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer,109.75,7932.5,True
1163-onyey,no,male,0,yes,yes,41,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,credit card,74.55,3023.55,False
1163-vipri,no,female,0,yes,yes,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,electronic check,109.3,7337.55,True
1166-pqlgg,no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,19.55,1463.45,True
1167-oyzjf,no,female,1,yes,no,67,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer,20.05,1263.05,True
1169-saocl,no,male,0,no,no,49,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer,106.65,5168.1,True
1169-wcvak,no,male,0,yes,no,19,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card,88.8,1672.35,False
1170-sasml,no,female,0,yes,no,69,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer,85.4,5869.4,False
1171-tykur,no,male,0,yes,no,47,yes,yes,no,no,no,no,no,no,no,month-to-month,no,electronic check,25.4,1139.2,False
1172-viybp,no,male,0,yes,yes,53,yes,yes,dsl,yes,yes,no,no,no,yes,two year,no,bank transfer,69.7,3686.05,True
1173-noeyg,no,female,0,yes,no,27,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,bank transfer,90.15,2423.4,False
1173-xzpyf,no,female,0,no,no,11,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,990.3,False
1174-fgifn,no,female,0,yes,yes,28,yes,yes,fiber optic,no,no,no,yes,no,yes,one year,yes,electronic check,90.45,2509.25,True
1177-xzbjl,no,male,0,yes,yes,53,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer,64.15,3491.55,True
1178-pzgab,no,female,0,no,no,19,yes,no,no,no,no,no,no,no,no,one year,no,credit card,20.25,383.65,True
1179-inlat,no,male,0,no,no,3,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,19.45,69.25,True
1183-canvh,no,female,0,yes,no,23,yes,no,dsl,no,no,no,yes,yes,no,one year,no,bank transfer,60.0,1347.15,True
1184-pjvdb,yes,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,857.2,False
1187-wilmm,no,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,89.4,5597.65,True
1193-rtslk,yes,female,0,no,no,38,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,credit card,83.9,3233.6,False
1194-bhjyc,no,male,0,yes,no,61,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,62.15,3778.85,True
1194-hvaif,no,female,0,yes,no,27,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card,95.0,2462.55,False
1194-spvsp,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer,19.65,19.65,False
1195-oiyej,yes,male,0,no,no,13,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,91.1,1135.7,False
1196-amora,yes,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,73.6,520.0,False
1197-bvmvg,no,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.45,294.45,False
1200-tuzhr,no,female,1,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.2,695.75,False
1202-kkgfu,no,female,0,yes,no,12,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer,54.2,690.5,False
1205-wnwpj,yes,female,0,no,no,7,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,59.5,415.95,False
1206-ehbdd,no,female,0,yes,no,56,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,bank transfer,80.3,4513.65,True
1207-blksa,no,female,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,23.05,1255.1,True
1208-dnhln,yes,male,0,yes,yes,23,yes,yes,dsl,no,no,no,no,no,no,one year,yes,credit card,48.35,1067.15,True
1208-nbvfh,no,male,0,yes,yes,20,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.6,939.8,False
1209-vffoc,no,male,0,yes,yes,68,no,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,56.4,3948.45,True
1212-glhmd,no,male,0,no,no,3,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,86.05,244.85,False
1213-ngcun,yes,female,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer,49.65,267.35,False
1215-exrmo,no,male,0,yes,no,50,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.55,1067.65,True
1215-figmp,no,male,0,no,no,60,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer,89.9,5450.7,False
1215-vfyvk,no,female,0,no,no,4,no,no,dsl,yes,no,yes,yes,no,yes,month-to-month,no,mailed check,48.25,202.25,False
1216-bgtsp,no,male,0,no,no,45,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card,108.45,4964.7,False
1216-jwvux,no,male,0,yes,yes,25,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.5,1901.05,False
1217-vaswc,no,male,1,yes,no,43,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer,100.55,4304.0,True
1218-vkfpe,yes,female,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.0,233.55,False
1219-nnddo,no,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.85,663.55,False
1221-ghzep,no,female,0,no,no,62,yes,no,dsl,yes,no,no,yes,no,yes,two year,yes,mailed check,65.1,3846.75,True
1222-kjnzd,no,male,0,yes,yes,40,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer,20.4,745.3,False
1222-lryko,no,male,0,no,yes,6,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,26.35,184.05,False
1223-unpks,no,male,0,yes,yes,20,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.05,400.0,True
1226-ienzn,no,male,1,no,no,16,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.75,1218.25,False
1226-jznkr,no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.8,160.05,True
1226-udfzr,yes,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,49.6,114.7,False
1227-udmzr,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,91.15,6637.9,True
1228-fzfrv,yes,male,0,yes,yes,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,credit card,105.95,5341.8,False
1228-zlnbx,no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.3,1570.7,False
1229-rcalf,no,female,0,yes,no,64,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,115.0,7396.15,True
1230-qajdw,no,male,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,65.25,209.9,False
1231-yndek,no,male,0,no,no,58,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer,19.15,1035.5,True
1236-wfcdv,yes,male,1,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card,90.45,1266.1,False
1237-wiyyz,no,female,0,no,no,18,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.55,389.25,False
1240-hcboh,no,female,0,no,no,67,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,26.1,1759.55,True
1240-knsez,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.1,20.1,False
1241-ezfmj,no,male,0,yes,no,61,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,25.45,1538.6,True
1241-fpmof,no,male,0,no,no,52,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.65,1025.05,True
1245-harps,no,female,0,yes,no,14,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.4,292.4,True
1247-qbvsh,no,female,0,yes,yes,43,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.2,2169.4,False
1248-dyxub,no,male,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,24.8,1229.1,True
1251-krreg,yes,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,False
1251-stysz,no,female,1,no,no,4,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.25,303.7,False
1254-izeyf,yes,female,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.95,3186.65,False
1257-sxuxq,no,male,0,yes,yes,5,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.45,86.05,False
1258-ymznm,no,female,1,no,no,27,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer,110.5,2857.6,True
1260-ttrxi,yes,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,54.3,195.3,False
1261-fwtte,no,male,1,no,no,23,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer,34.65,768.45,False
1262-opmfy,yes,female,0,yes,no,9,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer,75.75,655.9,False
1264-bywms,yes,male,0,no,no,55,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.8,5283.95,False
1264-fuhcx,no,female,0,yes,no,49,no,no,dsl,no,yes,no,yes,yes,yes,one year,yes,credit card,56.3,2780.6,True
1265-bcfeo,no,female,0,yes,no,71,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer,80.45,5662.25,True
1265-hvpzb,no,male,0,yes,no,59,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,credit card,66.4,3958.2,True
1265-xtecc,yes,female,1,yes,no,68,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card,96.55,6581.9,True
1265-zfosd,no,female,0,yes,no,64,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,81.3,5129.3,True
1266-nzyui,no,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,bank transfer,66.85,4758.8,True
1268-asbga,yes,female,1,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card,85.35,1375.15,False
1269-foywn,no,male,0,yes,yes,44,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.0,860.85,True
1270-xkucc,no,female,0,yes,yes,30,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,599.25,True
1271-sjbgz,yes,male,1,no,no,12,no,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,43.65,526.95,False
1271-uodno,no,male,0,no,no,39,yes,yes,dsl,no,no,no,yes,no,no,two year,yes,credit card,53.85,2200.7,True
1272-ilhfg,no,male,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,332.65,True
1273-mteti,yes,female,1,no,no,4,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.85,372.45,False
1282-ihqac,no,male,1,no,no,70,no,no,dsl,no,yes,yes,no,yes,no,one year,yes,credit card,44.05,3011.65,True
1285-okipp,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,79.9,False
1291-cuocy,no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card,110.6,7962.2,True
1293-bseun,no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.7,1482.3,True
1293-hhshj,no,female,0,no,no,35,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,21.1,741.0,True
1297-vqdrp,no,male,1,yes,yes,68,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card,107.15,7379.8,True
1298-phbti,no,male,0,yes,yes,71,yes,yes,fiber optic,no,yes,no,yes,no,no,two year,yes,electronic check,84.8,6152.4,True
1299-aurja,no,female,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,24.7,1685.9,True
1301-lopvr,no,male,0,yes,yes,29,no,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card,55.35,1636.95,True
1302-tpubn,no,male,0,no,no,66,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,19.35,1240.8,True
1302-uhbdd,no,male,1,no,no,20,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.95,1648.45,False
1303-srdok,no,female,0,yes,yes,55,yes,no,fiber optic,no,no,no,no,no,no,two year,yes,credit card,69.05,3842.6,True
1304-bccfo,no,male,0,yes,no,9,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,mailed check,70.05,564.4,False
1304-necvq,yes,female,1,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,78.55,149.55,False
1304-segfy,no,female,0,yes,no,72,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,97.85,6841.3,True
1306-rpwxz,no,female,0,no,yes,49,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.45,1024.65,True
1307-atkgb,no,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,89.55,2187.15,False
1307-tvufb,no,male,1,no,no,42,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer,79.35,3344.1,False
1309-bxvoq,yes,male,0,yes,no,21,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.1,2249.95,False
1309-xgfsn,no,male,1,yes,yes,52,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,80.85,4079.55,True
1310-qritu,no,female,0,no,no,18,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.3,913.3,False
1319-ylzjg,no,male,0,yes,no,12,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,84.6,959.9,False
1320-gvnht,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card,108.4,7767.25,True
1320-htrdr,yes,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,220.6,False
1320-rehcs,no,male,1,no,no,52,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.75,5832.0,False
1322-agoqm,yes,male,0,no,no,46,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer,30.3,1380.1,False
1323-ooepc,yes,female,0,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card,98.4,5149.5,False
1324-nltje,yes,female,1,no,no,15,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,no,credit card,55.0,757.1,False
1325-usmec,no,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,credit card,99.35,6944.5,True
1328-euzhc,no,female,0,yes,no,18,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.1,370.5,True
1329-vhwnp,no,female,0,no,no,7,no,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer,25.05,189.95,False
1333-pbmxb,no,female,0,yes,yes,54,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer,24.75,1342.15,True
1334-fjsvr,yes,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.25,24.25,False
1334-pdukm,no,female,0,yes,no,68,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,credit card,86.45,5762.95,True
1335-hqmkx,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,101.35,7323.15,True
1335-mxcse,no,male,0,yes,yes,55,yes,no,dsl,no,no,yes,yes,no,no,two year,yes,credit card,55.25,3119.9,True
1335-ntiuc,no,male,0,no,no,9,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.95,190.25,False
1336-ezfzy,no,female,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,83.3,False
1337-bozwo,no,male,0,yes,yes,18,no,no,dsl,no,yes,yes,no,yes,no,one year,no,credit card,46.4,812.4,True
1338-cecee,no,male,0,yes,yes,41,yes,yes,dsl,no,yes,yes,no,yes,no,one year,no,bank transfer,68.5,2839.95,True
1342-jpnki,yes,male,0,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer,86.05,834.1,False
1343-ehpyb,yes,male,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.4,6603.0,False
1345-gkdzz,no,male,0,no,yes,6,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.55,128.6,False
1345-zukid,no,male,0,no,no,14,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.35,324.8,True
1346-pjwtk,no,male,0,yes,no,61,yes,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,no,credit card,94.15,5731.85,False
1346-ufhax,no,female,0,no,no,13,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card,80.0,1029.35,False
1347-kttta,no,male,0,yes,no,64,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card,102.45,6654.1,True
1349-wxngg,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer,20.05,20.05,False
1352-hnsaw,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,115.6,8220.4,True
1352-vhkaj,no,male,0,yes,yes,27,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,no,bank transfer,71.6,1957.1,False
1353-ghzos,no,male,0,yes,no,22,yes,no,dsl,yes,no,no,no,yes,no,one year,yes,bank transfer,59.75,1374.35,True
1353-ljwem,no,male,0,no,no,11,yes,no,dsl,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,60.9,688.5,False
1354-yzfnb,no,male,0,yes,yes,4,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.55,68.8,True
1355-kusbg,no,female,0,yes,yes,7,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,48.8,349.8,False
1356-mkysk,no,male,0,no,no,6,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,credit card,78.65,483.3,False
1357-bijki,no,male,0,yes,no,50,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,98.25,4858.7,True
1357-mvdoz,no,male,0,yes,yes,11,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,bank transfer,59.65,683.25,False
1360-jyxkq,no,female,1,yes,no,54,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,99.1,5437.1,True
1360-rcyrt,no,male,0,yes,yes,23,no,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer,30.35,678.75,False
1360-xfjmr,no,female,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card,109.7,7344.45,True
1363-txlsl,yes,male,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,70.3,False
1370-ggawx,no,female,0,no,no,46,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,94.15,4408.45,True
1371-dwpaz,no,female,0,yes,yes,0,no,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card,56.05,0.0,True
1371-ojcek,no,female,0,no,no,48,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,24.35,1133.7,True
1371-wepds,no,male,1,yes,no,40,yes,no,dsl,no,no,no,no,no,yes,one year,no,electronic check,55.8,2283.3,True
1373-orviz,yes,female,0,yes,yes,11,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,66.35,740.8,False
1374-dmzui,yes,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.3,424.45,False
1376-hhbdv,no,female,0,no,no,30,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.8,1536.75,False
1379-frveb,no,male,0,no,yes,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,91.0,1430.05,False
1383-ezrwl,yes,female,0,no,no,7,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,164.85,False
1384-rcuxw,no,male,0,no,no,16,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,80.55,1248.9,False
1385-tqozw,no,female,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card,20.45,147.55,False
1386-zikuv,no,male,0,no,no,7,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,18.95,130.55,False
1389-cxmlu,yes,male,1,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,91.05,289.1,False
1389-wnuib,no,female,0,yes,yes,20,yes,yes,dsl,yes,no,no,no,yes,yes,one year,no,bank transfer,76.0,1588.75,True
1391-ubdar,no,male,0,no,no,11,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,72.9,818.45,False
1393-imkzg,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,95.85,95.85,False
1394-suiuh,no,female,1,yes,no,44,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,85.15,3670.5,False
1395-ofuwc,no,male,0,yes,yes,43,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,credit card,29.3,1224.05,False
1395-wswxr,no,male,0,no,no,24,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.75,487.05,True
1396-qwfbj,yes,female,0,yes,yes,21,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer,74.05,1565.7,False
1397-xkkwr,no,male,0,no,no,7,no,no,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.3,264.8,True
1399-oupjn,no,female,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,19.75,1272.05,True
1399-ubqiu,no,male,0,no,no,11,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,69.35,712.25,False
1400-mmyxy,yes,male,1,yes,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.9,334.65,False
1400-wivll,no,male,0,yes,no,57,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,electronic check,107.95,5969.85,True
1401-fthfq,no,male,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,one year,yes,credit card,20.0,445.3,True
1402-pthgn,no,female,0,yes,yes,18,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,mailed check,61.5,1087.45,True
1403-gyafu,no,male,0,yes,yes,70,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.05,1360.25,True
1403-lklik,no,female,0,yes,yes,33,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.1,579.4,True
1406-puqvy,no,male,0,no,yes,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.9,49.9,False
1407-digzv,no,female,0,yes,yes,3,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.1,52.0,True
1409-phxtf,no,male,1,yes,no,54,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.45,6077.75,True
1410-rscmr,no,male,0,yes,yes,7,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,credit card,71.35,515.75,False
1414-yadcw,no,male,0,yes,no,70,yes,no,fiber optic,yes,yes,no,yes,no,no,two year,no,bank transfer,84.6,5706.2,True
1415-yfwlt,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.3,89.3,False
1421-hcerk,no,male,1,yes,no,30,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,bank transfer,105.7,3181.8,False
1422-dgubx,no,male,0,yes,no,32,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,electronic check,79.25,2619.15,True
1423-bmpbq,no,female,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.0,19.0,False
1427-versm,no,female,0,yes,no,56,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.7,5669.5,False
1428-gtbjj,yes,male,0,no,no,11,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.55,824.75,False
1428-iedpr,no,male,0,no,no,52,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,109.3,5731.4,True
1429-uyjsv,no,female,0,no,no,12,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.7,260.9,True
1430-sfqsa,no,male,0,no,no,29,no,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,35.6,1072.6,True
1431-aidjq,no,male,0,yes,yes,33,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card,82.1,2603.1,True
1431-cywmh,no,female,0,yes,yes,22,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer,19.05,454.05,False
